Sample Barcode,Sample Label,Freezer Name,Rack Name,Box Name,Filter Type (Conditional)
eMC_C06_21w_0052,eMC_C06_21w_0052,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_1/27/23,Supor
eMC_C06_21w_0053,eMC_C06_21w_0053,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_1/27/23,Supor
eMC_C06_21w_0058,eMC_C06_21w_0058,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_1/27/23,Supor
eMC_C06_21w_0059,eMC_C06_21w_0059,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_1/27/23,Supor
eMC_C06_21w_0072,eMC_C06_21w_0072,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_1/31/23,Supor
eMC_C06_21w_0073,eMC_C06_21w_0073,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_1/31/23,Supor
eMC_C06_21w_0078,eMC_C06_21w_0078,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_1/31/23,Supor
eMC_C06_21w_0079,eMC_C06_21w_0079,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_1/31/23,Supor
eMC_C06_21w_0088,eMC_C06_21w_0088,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_1/31/23,Supor
eMC_C06_21w_0089,eMC_C06_21w_0089,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_1/31/23,Supor
eMC_C06_21w_0146,eMC_C06_21w_0146,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_1/31/23,Supor
eMC_C06_21w_0147,eMC_C06_21w_0147,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_1/31/23,Supor
eMC_L01_21w_0029,eMC_L01_21w_0029,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_1/31/23,Supor
eMC_L01_21w_0030,eMC_L01_21w_0030,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_1/31/23,Supor
eMC_L01_21w_0035,eMC_L01_21w_0035,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_1/31/23,Supor
eMC_L01_21w_0036,eMC_L01_21w_0036,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_1/31/23,Supor
emc_l01_21w_0045,emc_l01_21w_0045,Maine-eDNA (Hitchner),Supor_Rack_2,supor_1/31/23,Supor
eMC_L01_21w_0046,eMC_L01_21w_0046,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_1/31/23,Supor
emc_l01_21w_0051,emc_l01_21w_0051,Maine-eDNA (Hitchner),Supor_Rack_2,supor_1/31/23,Supor
emc_l01_21w_0052,emc_l01_21w_0052,Maine-eDNA (Hitchner),Supor_Rack_2,supor_1/31/23,Supor
emc_L01_21w_0059,emc_L01_21w_0059,Maine-eDNA (Hitchner),Supor_Rack_2,supor_1/31/23,Supor
emc_L01_21w_0060,emc_L01_21w_0060,Maine-eDNA (Hitchner),Supor_Rack_2,supor_1/31/23,Supor
eMC_S01_21w_0027,eMC_S01_21w_0027,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_1/31/23,Supor
eMC_S01_21w_0028,eMC_S01_21w_0028,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_1/31/23,Supor
emc_s01_21w_0039,emc_s01_21w_0039,Maine-eDNA (Hitchner),Supor_Rack_2,supor_1/31/23,Supor
emc_s01_21w_0040,emc_s01_21w_0040,Maine-eDNA (Hitchner),Supor_Rack_2,supor_1/31/23,Supor
emc_S01_21w_0048,emc_S01_21w_0048,Maine-eDNA (Hitchner),Supor_Rack_2,supor_1/31/23,Supor
emc_S01_21w_0065,emc_S01_21w_0065,Maine-eDNA (Hitchner),Supor_Rack_2,supor_1/31/23,Supor
eMC_S01_21w_0066,eMC_S01_21w_0066,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_1/31/23,Supor
emc_S01_21w_0068,emc_S01_21w_0068,Maine-eDNA (Hitchner),Supor_Rack_2,supor_1/31/23,Supor
emc_S01_21w_0069,emc_S01_21w_0069,Maine-eDNA (Hitchner),Supor_Rack_2,supor_1/31/23,Supor
eMC_S01_21w_0078,eMC_S01_21w_0078,Kinnison lab (Murray),Additional Penobscot index filters + 4 boxes from machias,Supor_2/3/23,Supor
eMC_S01_21w_0079,eMC_S01_21w_0079,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_1/31/23,Supor
ePR_E01_21w_0045,ePR_E01,Kinnison lab (Murray),,,Supor
ePR_E01_21w_0045,,Maine-eDNA (Hitchner),Supor_Rack_3,supor_4/17/23,Supor
ePR_E01_21w_0046,ePR_E01,Kinnison lab (Murray),,,Supor
ePR_E01_21w_0046,,Maine-eDNA (Hitchner),Supor_Rack_3,supor_4/17/23,Supor
ePR_E01_21w_0049,ePR_E01,Kinnison lab (Murray),,,Supor
ePR_E01_21w_0049,,Maine-eDNA (Hitchner),Supor_Rack_3,supor_4/17/23,Supor
ePR_E01_21w_0050,ePR_E01,Kinnison lab (Murray),,,Supor
ePR_E01_21w_0050,,Maine-eDNA (Hitchner),Supor_Rack_3,supor_4/17/23,Supor
ePR_E01_21w_0053,ePR_E01,Kinnison lab (Murray),,,Supor
ePR_E01_21w_0053,,Maine-eDNA (Hitchner),Supor_Rack_3,supor_4/17/23,Supor
ePR_E01_21w_0059,ePR_E01,Kinnison lab (Murray),,,Supor
ePR_E01_21w_0059,,Maine-eDNA (Hitchner),Supor_Rack_3,supor_4/17/23,Supor
ePR_E01_21w_0060,ePR_E01,Kinnison lab (Murray),,,Supor
ePR_E01_21w_0060,,Maine-eDNA (Hitchner),Supor_Rack_3,supor_4/17/23,Supor
ePR_E01_21w_0063,ePR_E01,Kinnison lab (Murray),,,Supor
ePR_E01_21w_0063,,Maine-eDNA (Hitchner),Supor_Rack_3,supor_4/17/23,Supor
ePR_E01_21w_0064,ePR_E01,Kinnison lab (Murray),,,Supor
ePR_E01_21w_0064,,Maine-eDNA (Hitchner),Supor_Rack_3,supor_4/17/23,Supor
ePR_E01_21w_0068,ePR_E01,Kinnison lab (Murray),,,Supor
ePR_E01_21w_0068,,Maine-eDNA (Hitchner),Supor_Rack_3,supor_4/17/23,Supor
ePR_E01_21w_0068,,Maine-eDNA (Hitchner),Supor_Rack_3,supor_4/17/23,Supor
ePR_E01_21w_0069,ePR_E01,Kinnison lab (Murray),,,Supor
ePR_E01_21w_0069,,Maine-eDNA (Hitchner),Supor_Rack_3,supor_4/17/23,Supor
ePR_E01_21w_0073,ePR_E01,Kinnison lab (Murray),,,Supor
ePR_E01_21w_0073,,Maine-eDNA (Hitchner),Supor_Rack_3,supor2_4/12/23,Supor
ePR_E01_21w_0074,ePR_E01,Kinnison lab (Murray),,,Supor
ePR_E01_21w_0074,,Maine-eDNA (Hitchner),Supor_Rack_3,supor2_4/12/23,Supor
ePR_E01_21w_0078,ePR_E01,Kinnison lab (Murray),,,Supor
ePR_E01_21w_0078,,Maine-eDNA (Hitchner),Supor_Rack_3,supor_4/17/23,Supor
ePR_E01_21w_0079,ePR_E01,Kinnison lab (Murray),,,Supor
ePR_E01_21w_0079,,Maine-eDNA (Hitchner),Supor_Rack_3,supor2_4/12/23,Supor
ePR_E01_21w_0082,ePR_E01,Kinnison lab (Murray),,,Supor
ePR_E01_21w_0082,,Maine-eDNA (Hitchner),Supor_Rack_3,supor2_4/12/23,Supor
ePR_E01_21w_0083,ePR_E01,Kinnison lab (Murray),,,Supor
ePR_E01_21w_0083,,Maine-eDNA (Hitchner),Supor_Rack_3,supor2_4/12/23,Supor
ePR_E01_21w_0087,ePR_E01,Kinnison lab (Murray),,,Supor
ePR_E01_21w_0087,,Maine-eDNA (Hitchner),Supor_Rack_3,supor_4/17/23,Supor
ePR_E01_21w_0091,ePR_E01,Kinnison lab (Murray),,,Supor
ePR_E01_21w_0091,,Maine-eDNA (Hitchner),Supor_Rack_3,supor_4/17/23,Supor
ePR_E01_21w_0092,ePR_E01,Kinnison lab (Murray),,,Supor
ePR_E01_21w_0092,,Maine-eDNA (Hitchner),Supor_Rack_3,supor_4/17/23,Supor
ePR_E01_21w_0095,ePR_E01,Kinnison lab (Murray),,,Supor
ePR_E01_21w_0095,,Maine-eDNA (Hitchner),Supor_Rack_3,supor_4/17/23,Supor
ePR_E01_21w_0096,ePR_E01,Kinnison lab (Murray),,,Supor
ePR_E01_21w_0096,,Maine-eDNA (Hitchner),Supor_Rack_3,supor_4/17/23,Supor
ePR_E01_21w_0100,ePR_E01,Kinnison lab (Murray),,,Supor
ePR_E01_21w_0100,,Maine-eDNA (Hitchner),Supor_Rack_3,supor_4/17/23,Supor
ePR_E01_21w_0101,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor2_4/12/23,Supor
ePR_E01_21w_0102,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor2_4/12/23,Supor
ePR_E01_21w_0105,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor2_4/12/23,Supor
ePR_E01_21w_0106,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor2_4/12/23,Supor
ePR_E01_21w_0110,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor2_4/12/23,Supor
ePR_E01_21w_0111,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor2_4/12/23,Supor
ePR_E01_22w_0095,ePR_E01_22w_0095,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/22/23,Supor
ePR_E01_22w_0097,ePR_E01_22w_0097,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/22/23,Supor
ePR_E01_22w_0098,ePR_E01_22w_0098,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/22/23,Supor
ePR_E01_22w_0100,ePR_E01_22w_0100,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/22/23,Supor
ePR_E01_22w_0105,ePR_E01_22w_0105,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/22/23,Supor
ePR_E01_22w_0111,ePR_E01_22w_0111,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/22/23,Supor
ePR_E01_22w_0114,ePR_E01_22w_0114,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/22/23,Supor
ePR_E01_22w_0115,ePR_E01_22w_0115,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/22/23,Supor
ePR_E01_22w_0119,ePR_E01_22w_0119,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/22/23,Supor
ePR_E01_22w_0120,ePR_E01_22w_0120,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/22/23,Supor
ePR_E01_22w_0124,ePR_E01_22w_0124,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/22/23,Supor
ePR_E01_22w_0128,ePR_E01_22w_0128,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/22/23,Supor
ePR_E01_22w_0129,ePR_E01_22w_0129,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/22/23,Supor
ePR_E01_22w_0133,ePR_E01_22w_0133,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/22/23,Supor
ePR_E01_22w_0134,ePR_E01_22w_0134,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/22/23,Supor
ePR_E01_22w_0138,ePR_E01_22w_0138,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/21/23,Supor
ePR_E01_22w_0140,ePR_E01_22w_0140,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/21/23,Supor
ePR_E01_22w_0145,ePR_E01_22w_0145,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/21/23,Supor
ePR_E01_22w_0149,ePR_E01_22w_0149,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/21/23,Supor
ePR_E01_22w_0150,ePR_E01_22w_0150,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/21/23,Supor
ePR_E01_23w_0016,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor2_4/12/23,Supor
ePR_E01_23w_0018,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor2_4/12/23,Supor
ePR_E01_23w_0022,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor2_4/12/23,Supor
ePR_E01_23w_0023,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor2_4/12/23,Supor
ePR_E01_23w_0027,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor2_4/12/23,Supor
ePR_E01_23w_0028,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor2_4/12/23,Supor
ePR_E02_21w_0030,ePR_E02,Kinnison lab (Murray),,,Supor
ePR_E02_21w_0030,,Maine-eDNA (Hitchner),Supor_Rack_3,supor_4/17/23,Supor
ePR_E02_21w_0031,ePR_E02,Kinnison lab (Murray),,,Supor
ePR_E02_21w_0031,,Maine-eDNA (Hitchner),Supor_Rack_3,supor_4/17/23,Supor
ePR_E02_21w_0034,ePR_E02,Kinnison lab (Murray),,,Supor
ePR_E02_21w_0034,,Maine-eDNA (Hitchner),Supor_Rack_3,supor_4/17/23,Supor
ePR_E02_21w_0035,ePR_E02,Kinnison lab (Murray),,,Supor
ePR_E02_21w_0035,,Maine-eDNA (Hitchner),Supor_Rack_3,supor_4/17/23,Supor
ePR_E02_21w_0039,ePR_E02,Kinnison lab (Murray),,,Supor
ePR_E02_21w_0039,,Maine-eDNA (Hitchner),Supor_Rack_3,supor_4/17/23,Supor
ePR_E02_21w_0040,ePR_E02,Kinnison lab (Murray),,,Supor
ePR_E02_21w_0040,,Maine-eDNA (Hitchner),Supor_Rack_3,supor_4/17/23,Supor
ePR_E02_21w_0043,ePR_E02,Kinnison lab (Murray),,,Supor
ePR_E02_21w_0043,,Maine-eDNA (Hitchner),Supor_Rack_3,supor_4/17/23,Supor
ePR_E02_21w_0044,ePR_E02,Kinnison lab (Murray),,,Supor
ePR_E02_21w_0044,,Maine-eDNA (Hitchner),Supor_Rack_3,supor_4/17/23,Supor
ePR_E02_21w_0048,ePR_E02,Kinnison lab (Murray),,,Supor
ePR_E02_21w_0048,,Maine-eDNA (Hitchner),Supor_Rack_3,supor_4/17/23,Supor
ePR_E02_21w_0049,ePR_E02,Kinnison lab (Murray),,,Supor
ePR_E02_21w_0049,,Maine-eDNA (Hitchner),Supor_Rack_3,supor_4/17/23,Supor
ePR_E02_21w_0052,ePR_E02,Kinnison lab (Murray),,,Supor
ePR_E02_21w_0052,,Maine-eDNA (Hitchner),Supor_Rack_3,supor2_4/12/23,Supor
ePR_E02_21w_0053,ePR_E02,Kinnison lab (Murray),,,Supor
ePR_E02_21w_0053,,Maine-eDNA (Hitchner),Supor_Rack_3,supor2_4/12/23,Supor
ePR_E02_21w_0057,ePR_E02,Kinnison lab (Murray),,,Supor
ePR_E02_21w_0057,,Maine-eDNA (Hitchner),Supor_Rack_3,supor_4/17/23,Supor
ePR_E02_21w_0058,ePR_E02,Kinnison lab (Murray),,,Supor
ePR_E02_21w_0058,,Maine-eDNA (Hitchner),Supor_Rack_3,supor_4/17/23,Supor
ePR_E02_21w_0061,ePR_E02,Kinnison lab (Murray),,,Supor
ePR_E02_21w_0061,,Maine-eDNA (Hitchner),Supor_Rack_3,supor_4/17/23,Supor
ePR_E02_21w_0062,ePR_E02,Kinnison lab (Murray),,,Supor
ePR_E02_21w_0062,,Maine-eDNA (Hitchner),Supor_Rack_3,supor_4/17/23,Supor
ePR_E02_21w_0066,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor2_4/12/23,Supor
ePR_E02_21w_0067,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor2_4/12/23,Supor
ePR_E02_21w_0070,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor2_4/12/23,Supor
ePR_E02_21w_0071,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor2_4/12/23,Supor
ePR_E02_21w_0099,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor2_4/12/23,Supor
ePR_E02_21w_0100,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor2_4/12/23,Supor
ePR_E02_21w_0103,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor2_4/12/23,Supor
ePR_E02_21w_0104,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor2_4/12/23,Supor
ePR_E02_21w_0108,ePR_E02_21w_0108,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_1/27/23,Supor
ePR_E02_21w_0110,ePR_E02_21w_0110,Kinnison lab (Murray),Additional Penobscot Index Filters +4 Boxes From Machias,Supor_1-27-23,Supor
ePR_E02_21w_0111,ePR_E02_21w_0111,Kinnison lab (Murray),Additional Penobscot Index Filters +4 Boxes From Machias,Supor_1-27-23,Supor
ePR_E02_21w_0113,ePR_E02_21w_0113,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_1/27/23,Supor
ePR_E02_22w_0063,ePR_E02_22w_0063,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_1/27/23,Supor
ePR_E02_22w_0064,ePR_E02_22w_0064,Kinnison lab (Murray),Additional Penobscot Index Filters +4 Boxes From Machias,Supor_1-27-23,Supor
ePR_E02_22w_0067,ePR_E02_22w_0067,Maine-eDNA (Hitchner),Supor_Rack_2,Supor_1/27/23,Supor
ePR_E02_22w_0073,ePR_E02_22w_0073,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/22/23,Supor
ePR_E02_22w_0074,ePR_E02_22w_0074,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/22/23,Supor
ePR_E02_22w_0076,ePR_E02_22w_0076,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/22/23,Supor
ePR_E02_22w_0080,ePR_E02_22w_0080,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/22/23,Supor
ePR_E02_22w_0082,ePR_E02_22w_0082,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/22/23,Supor
ePR_E02_22w_0084,ePR_E02_22w_0084,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/22/23,Supor
ePR_E02_22w_0085,ePR_E02_22w_0085,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/22/23,Supor
ePR_E02_22w_0091,ePR_E02_22w_0091,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/21/23,Supor
ePR_E02_22w_0092,ePR_E02_22w_0092,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/21/23,Supor
ePR_E02_22w_0096,ePR_E02_22w_0096,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/21/23,Supor
ePR_E02_23w_0002,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor2_4/12/23,Supor
ePR_E02_23w_0005,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor2_4/12/23,Supor
ePR_E02_23w_0008,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor2_4/12/23,Supor
ePR_E02_23w_0009,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor2_4/12/23,Supor
ePR_E02_23w_0010,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor2_4/12/23,Supor
ePR_E02_23w_0011,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor2_4/12/23,Supor
ePR_E02_23w_0013,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor2_4/12/23,Supor
ePR_E02_23w_0017,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor2_4/12/23,Supor
ePR_E02_23w_0018,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor2_4/12/23,Supor
ePR_L01_21w_0007,ePR_L01_21w_0007,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/21/23,Supor
ePR_L01_21w_0008,ePR_L01_21w_0008,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/21/23,Supor
ePR_L01_21w_0023,ePR_L01_21w_0023,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/21/23,Supor
ePR_L01_21w_0026,ePR_L01_21w_0026,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/21/23,Supor
ePR_L01_21w_0030,ePR_L01_21w_0030,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/21/23,Supor
ePR_L01_21w_0035,ePR_L01_21w_0035,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/21/23,Supor
ePR_L01_21w_0036,ePR_L01_21w_0036,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/21/23,Supor
ePR_L01_21w_0039,ePR_L01_21w_0039,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/21/23,Supor
ePR_L01_21w_0047,ePR_L01_21w_0047,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/21/23,Supor
ePR_L01_21w_0051,ePR_L01_21w_0051,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/21/23,Supor
ePR_L01_21w_0052,ePR_L01_21w_0052,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/21/23,Supor
ePR_L01_21w_0058,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_5/10/23,Supor
ePR_L01_21w_0059,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_5/10/23,Supor
ePR_L01_21w_0064,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_5/10/23,Supor
ePR_L01_21w_0065,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_5/10/23,Supor
ePR_L01_21w_0079,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_5/10/23,Supor
ePR_L01_21w_0082,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_5/10/23,Supor
ePR_L01_21w_0087,,Kinnison lab (Murray),,Supor_5/10/23,Supor
ePR_L01_21w_0088,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_5/10/23,Supor
ePR_L01_21w_0092,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_5/10/23,Supor
ePR_L01_21w_0093,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_5/10/23,Supor
ePR_L01_21w_0098,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_5/10/23,Supor
ePR_L01_21w_0099,,Kinnison lab (Murray),,,Supor
ePR_L01_21w_0108,ePR_L01_21w_0108,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/21/23,Supor
ePR_L01_21w_0112,ePR_L01_21w_0112,Maine-eDNA (Hitchner),Supor_Rack_1,Supor_2/21/23,Supor
ePR_L01_21w_0118,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_5/10/23,Supor
ePR_L01_21w_0122,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_5/10/23,Supor
ePR_L01_21w_0123,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_5/10/23,Supor
ePR_L01_21w_0127,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_5/10/23,Supor
ePR_L01_21w_0128,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_5/10/23,Supor
ePR_L01_22w_0003,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_5/10/23,Supor
ePR_L01_22w_0006,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_5/10/23,Supor
ePR_L01_22w_0010,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_5/10/23,Supor
ePR_L01_22w_0011,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_5/10/23,Supor
ePR_L01_22w_0015,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_5/10/23,Supor
ePR_L01_22w_0019,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_5/10/23,Supor
ePR_L01_22w_0023,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_5/10/23,Supor
ePR_L01_22w_0024,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_5/10/23,Supor
ePR_L01_22w_0035,,Kinnison lab (Murray),,supor_2_5/10/23,Supor
ePR_L01_22w_0038,,Kinnison lab (Murray),,supor_2_5/10/23,Supor
ePR_L01_22w_0042,,Kinnison lab (Murray),,supor_2_5/10/23,Supor
ePR_L01_22w_0043,,Kinnison lab (Murray),,supor_2_5/10/23,Supor
ePR_L01_22w_0047,,Kinnison lab (Murray),,supor_2_5/10/23,Supor
ePR_L01_22w_0048,,Kinnison lab (Murray),,supor_2_5/10/23,Supor
ePR_L01_22w_0051,,Kinnison lab (Murray),,supor_2_5/10/23,Supor
ePR_L01_22w_0054,,Kinnison lab (Murray),,supor_2_5/10/23,Supor
ePR_L01_22w_0058,,Kinnison lab (Murray),,supor_2_5/10/23,Supor
ePR_L01_22w_0059,,Kinnison lab (Murray),,supor_2_5/10/23,Supor
ePR_L01_22w_0063,,Kinnison lab (Murray),,supor_2_5/10/23,Supor
ePR_L01_22w_0064,,Kinnison lab (Murray),,supor_2_5/10/23,Supor
ePR_L01_22w_0066,,Kinnison lab (Murray),,supor_2_5/10/23,Supor
ePR_L01_22w_0069,,Kinnison lab (Murray),,supor_2_5/10/23,Supor
ePR_L01_22w_0073,,Kinnison lab (Murray),,supor_2_5/10/23,Supor
ePR_L01_22w_0074,,Kinnison lab (Murray),,supor_2_5/10/23,Supor
ePR_L01_22w_0078,,Kinnison lab (Murray),,supor_2_5/10/23,Supor
ePR_L01_22w_0079,,Kinnison lab (Murray),,supor_2_5/10/23,Supor
ePR_L01_22w_0081,,Kinnison lab (Murray),,supor_2_5/10/23,Supor
ePR_L01_22w_0084,,Kinnison lab (Murray),,supor_2_5/10/23,Supor
ePR_L01_22w_0088,,Kinnison lab (Murray),,supor_2_5/10/23,Supor
ePR_L01_22w_0089,,Kinnison lab (Murray),,supor_2_5/10/23,Supor
ePR_L01_22w_0093,,Kinnison lab (Murray),,supor_2_5/10/23,Supor
ePR_L01_22w_0094,,Kinnison lab (Murray),,supor_2_5/10/23,Supor
ePR_L01_22w_0096,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_5/10/23,Supor
ePR_L01_22w_0097,,Kinnison lab (Murray),,supor_2_5/10/23,Supor
ePR_L01_22w_0100,,Kinnison lab (Murray),,supor_2_5/10/23,Supor
ePR_L01_22w_0103,,Kinnison lab (Murray),,supor_2_5/10/23,Supor
ePR_L01_22w_0104,,Kinnison lab (Murray),,supor_2_5/10/23,Supor
ePR_L01_22w_0106,,Kinnison lab (Murray),,supor_2_5/10/23,Supor
ePR_L01_22w_0108,,Kinnison lab (Murray),,supor_2_5/10/23,Supor
ePR_L01_22w_0109,,Kinnison lab (Murray),,supor_2_5/10/23,Supor
ePR_L01_22w_0130,,Maine-eDNA (Hitchner),Supor_Rack_3,supor_5/10/23,Supor
ePR_L01_22w_0131,,Maine-eDNA (Hitchner),Supor_Rack_3,supor_5/10/23,Supor
ePR_L01_22w_0135,,Kinnison lab (Murray),,,Supor
ePR_L01_22w_0136,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_5/10/23,Supor
ePR_L01_23w_0002,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_5/10/23,Supor
ePR_L01_23w_0005,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_5/10/23,Supor
ePR_L01_23w_0007,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_5/10/23,Supor
ePR_L01_23w_0008,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_5/10/23,Supor
ePR_L01_23w_0012,,Kinnison lab (Murray),,Supor_5/10/23,Supor
ePR_L01_23w_0013,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_5/10/23,Supor
ePR_S01_21w_0001,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_5/10/23,Supor
ePR_S01_21w_0002,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_5/10/23,Supor
ePR_S01_21w_0014,,Maine-eDNA (Hitchner),Supor_Rack_3,Supor_5/10/23,Supor
ePR_S01_21w_0015,,Kinnison lab (Murray),,,Supor
ePR_S01_21w_0015,,Maine-eDNA (Hitchner),Supor_Rack_3,supor_5/10/23,Supor
